Date of Journey,Class of Travel,Quota,From,To,Booking Date,Current Status,Number of Passengers,Age of Passengers,Travel Time,Special Considerations,Confirmation Status
28-03-2045,1AC,Premium Tatkal,Bhavnagar,Lucknow,27-07-2044,RAC,5,Senior Citizen,42,None,Confirmed
07-04-2045,2AC,General,Bengaluru,Bengaluru,06-08-2044,Confirmed,5,Adult,7,Defense Quota,Confirmed
10-04-2045,2AC,Tatkal,Bengaluru,Lucknow,09-08-2044,RAC,4,Senior Citizen,40,Senior Citizen,Confirmed
12-04-2045,2AC,Tatkal,Howrah,Lucknow,11-08-2044,Waitlisted,2,Adult,35,Defense Quota,Not Confirmed
22-04-2045,2AC,Premium Tatkal,Bhavnagar,Howrah,21-08-2044,Confirmed,1,Adult,16,Defense Quota,Confirmed
23-04-2045,2AC,Tatkal,Chennai,Ahmedabad,22-08-2044,Waitlisted,3,Senior Citizen,30,Senior Citizen,Not Confirmed
28-04-2045,2AC,Ladies,Bharuch,Ahmedabad,27-08-2044,Confirmed,4,Adult,32,Defense Quota,Confirmed
30-04-2045,1AC,Ladies,Lucknow,Bhavnagar,29-08-2044,RAC,4,Child,45,None,Confirmed
02-05-2045,2AC,Ladies,Ahmedabad,Navsari,31-08-2044,Confirmed,2,Child,47,None,Confirmed
03-05-2045,Sleeper,Premium Tatkal,Surat,Lucknow,01-09-2044,RAC,2,Senior Citizen,42,Defense Quota,Confirmed
06-05-2045,2AC,Ladies,Lucknow,Bengaluru,04-09-2044,Confirmed,4,Adult,47,None,Confirmed
12-05-2045,2AC,Premium Tatkal,Navsari,Mumbai,10-09-2044,Waitlisted,4,Child,18,Defense Quota,Not Confirmed
20-05-2045,3AC,Ladies,Bhavnagar,Mumbai,18-09-2044,Waitlisted,2,Child,25,Defense Quota,Not Confirmed
23-05-2045,1AC,Tatkal,Bharuch,Bharuch,21-09-2044,Waitlisted,4,Child,23,None,Not Confirmed
24-05-2045,1AC,Ladies,Bhavnagar,Ahmedabad,22-09-2044,RAC,4,Senior Citizen,25,None,Confirmed
29-05-2045,1AC,Tatkal,Bengaluru,Bharuch,27-09-2044,RAC,1,Senior Citizen,27,None,Confirmed
31-05-2045,Sleeper,Premium Tatkal,Bharuch,Surat,29-09-2044,RAC,3,Adult,27,Senior Citizen,Confirmed
02-06-2045,Sleeper,Ladies,Bhavnagar,Surat,01-10-2044,RAC,5,Child,4,Senior Citizen,Confirmed
03-06-2045,1AC,Tatkal,Surat,Chennai,02-10-2044,Waitlisted,5,Senior Citizen,12,Defense Quota,Not Confirmed
05-06-2045,Sleeper,Premium Tatkal,Mumbai,Chennai,04-10-2044,Waitlisted,1,Child,43,Defense Quota,Not Confirmed
06-06-2045,3AC,Premium Tatkal,Surat,Lucknow,05-10-2044,Waitlisted,4,Child,46,Senior Citizen,Not Confirmed
12-06-2045,Sleeper,Ladies,New Delhi,Chennai,11-10-2044,Confirmed,2,Child,13,Senior Citizen,Confirmed
14-06-2045,Sleeper,Premium Tatkal,New Delhi,Bharuch,13-10-2044,Confirmed,2,Senior Citizen,46,None,Confirmed
19-06-2045,2AC,Premium Tatkal,New Delhi,Howrah,18-10-2044,RAC,2,Senior Citizen,8,Senior Citizen,Confirmed
23-06-2045,2AC,Premium Tatkal,Bhavnagar,Mumbai,22-10-2044,Confirmed,2,Adult,45,None,Confirmed
27-06-2045,2AC,Ladies,Ahmedabad,Lucknow,26-10-2044,RAC,1,Senior Citizen,47,Defense Quota,Confirmed
28-06-2045,Sleeper,Ladies,Mumbai,Ahmedabad,27-10-2044,RAC,3,Adult,16,None,Confirmed
30-06-2045,2AC,Ladies,Bengaluru,Chennai,29-10-2044,Confirmed,2,Adult,10,None,Confirmed
01-07-2045,Sleeper,Tatkal,Bharuch,Navsari,30-10-2044,Waitlisted,3,Child,36,Defense Quota,Not Confirmed
05-07-2045,3AC,Tatkal,Bharuch,Bharuch,03-11-2044,Confirmed,4,Child,43,Defense Quota,Confirmed
07-07-2045,1AC,General,Mumbai,Ahmedabad,05-11-2044,Waitlisted,4,Adult,18,Senior Citizen,Not Confirmed
08-07-2045,1AC,Premium Tatkal,Mumbai,Howrah,06-11-2044,RAC,5,Child,28,Defense Quota,Confirmed
10-07-2045,1AC,Tatkal,Surat,Ahmedabad,08-11-2044,Confirmed,3,Senior Citizen,6,None,Confirmed
12-07-2045,2AC,General,Mumbai,Navsari,10-11-2044,Confirmed,3,Senior Citizen,39,Defense Quota,Confirmed
16-07-2045,3AC,General,Bharuch,Navsari,14-11-2044,Confirmed,4,Adult,35,Senior Citizen,Confirmed
25-07-2045,1AC,General,Lucknow,Bhavnagar,23-11-2044,Waitlisted,2,Senior Citizen,39,Senior Citizen,Not Confirmed
28-07-2045,3AC,Premium Tatkal,Chennai,Surat,26-11-2044,Waitlisted,2,Adult,23,Defense Quota,Not Confirmed
29-07-2045,3AC,General,Chennai,Chennai,27-11-2044,Waitlisted,1,Adult,47,Senior Citizen,Not Confirmed
05-08-2045,2AC,Tatkal,Chennai,Surat,04-12-2044,Confirmed,1,Adult,22,Defense Quota,Confirmed
08-08-2045,2AC,Tatkal,Bengaluru,Bengaluru,07-12-2044,Confirmed,2,Senior Citizen,32,Defense Quota,Confirmed
14-08-2045,Sleeper,Ladies,Bhavnagar,Surat,13-12-2044,Confirmed,4,Senior Citizen,11,None,Confirmed
16-08-2045,1AC,Premium Tatkal,Surat,Bhavnagar,15-12-2044,Waitlisted,5,Adult,37,None,Not Confirmed
19-08-2045,1AC,Premium Tatkal,Howrah,Bhavnagar,18-12-2044,RAC,4,Child,29,Senior Citizen,Confirmed
23-08-2045,Sleeper,Premium Tatkal,Bhavnagar,Ahmedabad,22-12-2044,Confirmed,3,Child,11,None,Confirmed
28-08-2045,1AC,General,Chennai,Ahmedabad,27-12-2044,Confirmed,2,Senior Citizen,18,None,Confirmed
02-09-2045,3AC,General,Bengaluru,Mumbai,01-01-2045,Confirmed,4,Child,4,None,Confirmed
04-09-2045,2AC,General,Surat,Ahmedabad,03-01-2045,Waitlisted,4,Adult,24,Defense Quota,Not Confirmed
09-09-2045,1AC,General,Howrah,Bharuch,08-01-2045,Confirmed,2,Adult,44,Senior Citizen,Confirmed
11-09-2045,3AC,General,New Delhi,New Delhi,10-01-2045,Waitlisted,3,Adult,42,Senior Citizen,Not Confirmed
16-09-2045,1AC,Premium Tatkal,Surat,Surat,15-01-2045,RAC,4,Adult,18,None,Confirmed
19-09-2045,1AC,Premium Tatkal,Bengaluru,Lucknow,18-01-2045,Confirmed,5,Senior Citizen,29,None,Confirmed
25-09-2045,Sleeper,Premium Tatkal,Lucknow,Bharuch,24-01-2045,Confirmed,1,Child,20,None,Confirmed
30-09-2045,2AC,General,Lucknow,Lucknow,29-01-2045,Confirmed,1,Senior Citizen,46,Defense Quota,Confirmed
03-10-2045,Sleeper,Tatkal,Navsari,Bengaluru,01-02-2045,RAC,3,Senior Citizen,17,Senior Citizen,Confirmed
05-10-2045,3AC,General,Bengaluru,Navsari,03-02-2045,RAC,5,Adult,25,None,Confirmed
09-10-2045,Sleeper,Tatkal,Bharuch,Mumbai,07-02-2045,RAC,2,Adult,34,None,Confirmed
10-10-2045,3AC,Premium Tatkal,Lucknow,New Delhi,08-02-2045,Waitlisted,2,Senior Citizen,16,Senior Citizen,Not Confirmed
13-10-2045,3AC,Tatkal,New Delhi,Navsari,11-02-2045,RAC,5,Adult,44,Defense Quota,Confirmed
16-10-2045,2AC,General,Lucknow,Navsari,14-02-2045,RAC,1,Adult,42,Senior Citizen,Confirmed
22-10-2045,1AC,General,Surat,Navsari,20-02-2045,Waitlisted,5,Senior Citizen,38,Senior Citizen,Not Confirmed
23-10-2045,2AC,Premium Tatkal,New Delhi,Surat,21-02-2045,RAC,4,Adult,37,Defense Quota,Confirmed
27-10-2045,1AC,Tatkal,Bengaluru,Surat,25-02-2045,Waitlisted,5,Senior Citizen,17,Defense Quota,Not Confirmed
31-10-2045,Sleeper,General,Lucknow,Bengaluru,01-03-2045,Confirmed,5,Child,12,Senior Citizen,Confirmed
02-11-2045,2AC,General,Bhavnagar,Lucknow,03-03-2045,RAC,3,Adult,22,None,Confirmed
03-11-2045,3AC,Premium Tatkal,Bhavnagar,Bharuch,04-03-2045,Confirmed,3,Adult,22,Senior Citizen,Confirmed
10-11-2045,3AC,Ladies,Ahmedabad,Ahmedabad,11-03-2045,Waitlisted,5,Adult,7,Senior Citizen,Not Confirmed
16-11-2045,2AC,Tatkal,Bhavnagar,Ahmedabad,17-03-2045,Waitlisted,4,Adult,15,None,Not Confirmed
17-11-2045,1AC,Ladies,Chennai,Bharuch,18-03-2045,RAC,1,Child,44,Senior Citizen,Confirmed
18-11-2045,1AC,Premium Tatkal,Howrah,Surat,19-03-2045,Confirmed,4,Adult,45,None,Confirmed
26-11-2045,3AC,Ladies,Bengaluru,Navsari,27-03-2045,RAC,2,Child,3,None,Confirmed
27-11-2045,2AC,Tatkal,Lucknow,Surat,28-03-2045,Confirmed,3,Child,27,None,Confirmed
01-12-2045,1AC,General,Surat,New Delhi,01-04-2045,Waitlisted,5,Senior Citizen,25,None,Not Confirmed
02-12-2045,3AC,General,New Delhi,Surat,02-04-2045,Waitlisted,2,Child,12,None,Not Confirmed
04-12-2045,2AC,General,Chennai,Bengaluru,04-04-2045,RAC,1,Senior Citizen,37,None,Confirmed
06-12-2045,2AC,Tatkal,Surat,Bharuch,06-04-2045,Confirmed,5,Senior Citizen,32,Senior Citizen,Confirmed
07-12-2045,1AC,Tatkal,New Delhi,Bengaluru,07-04-2045,RAC,4,Child,11,None,Confirmed
11-12-2045,3AC,Tatkal,Ahmedabad,Bengaluru,11-04-2045,Waitlisted,4,Child,36,None,Not Confirmed
14-12-2045,3AC,Premium Tatkal,Navsari,Howrah,14-04-2045,RAC,3,Adult,30,Defense Quota,Confirmed
16-12-2045,1AC,Premium Tatkal,Surat,Lucknow,16-04-2045,RAC,5,Senior Citizen,13,Senior Citizen,Confirmed
17-12-2045,2AC,Tatkal,Mumbai,Surat,17-04-2045,Confirmed,4,Child,12,Senior Citizen,Confirmed
20-12-2045,2AC,Tatkal,Chennai,Bharuch,20-04-2045,Confirmed,1,Child,42,Defense Quota,Confirmed
27-12-2045,1AC,Ladies,Howrah,Bengaluru,27-04-2045,Confirmed,1,Senior Citizen,9,Defense Quota,Confirmed
03-01-2046,Sleeper,Tatkal,New Delhi,Lucknow,04-05-2045,Confirmed,2,Adult,10,Defense Quota,Confirmed
05-01-2046,1AC,General,Bharuch,Bengaluru,06-05-2045,Waitlisted,4,Adult,27,None,Not Confirmed
07-01-2046,1AC,General,New Delhi,Mumbai,08-05-2045,Confirmed,1,Adult,39,Defense Quota,Confirmed
13-01-2046,Sleeper,Premium Tatkal,New Delhi,Chennai,14-05-2045,Confirmed,4,Child,29,Senior Citizen,Confirmed
25-01-2046,3AC,General,Howrah,Chennai,26-05-2045,Confirmed,5,Adult,29,Senior Citizen,Confirmed
29-01-2046,Sleeper,Premium Tatkal,Ahmedabad,Navsari,30-05-2045,RAC,4,Child,5,None,Confirmed
05-02-2046,1AC,General,Navsari,Surat,06-06-2045,Waitlisted,1,Child,23,Defense Quota,Not Confirmed
08-02-2046,Sleeper,General,Bhavnagar,Bharuch,09-06-2045,Confirmed,2,Adult,41,None,Confirmed
10-02-2046,2AC,Premium Tatkal,Ahmedabad,Navsari,11-06-2045,Confirmed,3,Child,31,None,Confirmed
12-02-2046,Sleeper,General,New Delhi,Bengaluru,13-06-2045,Waitlisted,4,Adult,42,Defense Quota,Not Confirmed
13-02-2046,2AC,Ladies,Bhavnagar,Chennai,14-06-2045,RAC,2,Adult,47,Defense Quota,Confirmed
16-02-2046,1AC,Ladies,Bhavnagar,Surat,17-06-2045,RAC,2,Adult,7,Defense Quota,Confirmed
17-02-2046,2AC,Ladies,Mumbai,Howrah,18-06-2045,Confirmed,2,Child,40,Defense Quota,Confirmed
21-02-2046,Sleeper,General,Lucknow,Navsari,22-06-2045,Confirmed,2,Senior Citizen,31,Senior Citizen,Confirmed
26-02-2046,Sleeper,Tatkal,Bengaluru,Bharuch,27-06-2045,RAC,1,Senior Citizen,25,Defense Quota,Confirmed
27-02-2046,Sleeper,Premium Tatkal,Chennai,Bhavnagar,28-06-2045,Confirmed,3,Child,10,Defense Quota,Confirmed
02-03-2046,2AC,Ladies,New Delhi,Bengaluru,01-07-2045,Confirmed,5,Senior Citizen,13,Senior Citizen,Confirmed
03-03-2046,Sleeper,Premium Tatkal,Bhavnagar,Bengaluru,02-07-2045,RAC,5,Child,9,Senior Citizen,Confirmed
07-03-2046,2AC,General,Ahmedabad,Chennai,06-07-2045,RAC,1,Child,31,Senior Citizen,Confirmed
15-03-2046,Sleeper,Premium Tatkal,Bharuch,Chennai,14-07-2045,Confirmed,4,Child,28,Defense Quota,Confirmed
17-03-2046,3AC,Tatkal,Navsari,Navsari,16-07-2045,Confirmed,2,Senior Citizen,37,None,Confirmed
21-03-2046,Sleeper,Tatkal,Ahmedabad,Bharuch,20-07-2045,Confirmed,3,Adult,30,Senior Citizen,Confirmed
26-03-2046,3AC,Tatkal,Chennai,Bharuch,25-07-2045,Confirmed,2,Child,6,None,Confirmed
01-04-2046,2AC,Premium Tatkal,Ahmedabad,Ahmedabad,31-07-2045,Waitlisted,1,Adult,43,Senior Citizen,Not Confirmed
03-04-2046,1AC,Ladies,New Delhi,Surat,02-08-2045,RAC,4,Adult,25,Defense Quota,Confirmed
07-04-2046,1AC,Ladies,Ahmedabad,Mumbai,06-08-2045,Waitlisted,1,Adult,19,Senior Citizen,Not Confirmed
13-04-2046,2AC,General,Navsari,Mumbai,12-08-2045,Waitlisted,5,Senior Citizen,11,Defense Quota,Not Confirmed
17-04-2046,3AC,General,Bengaluru,Surat,16-08-2045,Confirmed,5,Adult,16,Senior Citizen,Confirmed
21-04-2046,2AC,Tatkal,New Delhi,Surat,20-08-2045,Waitlisted,3,Senior Citizen,15,None,Not Confirmed
22-04-2046,3AC,Tatkal,Ahmedabad,Navsari,21-08-2045,Waitlisted,5,Senior Citizen,12,Defense Quota,Not Confirmed
29-04-2046,1AC,General,Bengaluru,Chennai,28-08-2045,Waitlisted,4,Senior Citizen,39,Defense Quota,Not Confirmed
30-04-2046,2AC,Ladies,Lucknow,Bharuch,29-08-2045,RAC,1,Adult,41,Senior Citizen,Confirmed
07-05-2046,Sleeper,General,Mumbai,Bengaluru,05-09-2045,Confirmed,5,Adult,34,None,Confirmed
17-05-2046,3AC,Premium Tatkal,Bhavnagar,Mumbai,15-09-2045,Waitlisted,4,Senior Citizen,16,Senior Citizen,Not Confirmed
30-05-2046,3AC,Tatkal,Navsari,Bengaluru,28-09-2045,Confirmed,2,Senior Citizen,43,Senior Citizen,Confirmed
01-06-2046,1AC,Ladies,Bengaluru,Bharuch,30-09-2045,Confirmed,2,Senior Citizen,33,None,Confirmed
02-06-2046,3AC,Premium Tatkal,Chennai,Howrah,01-10-2045,Waitlisted,5,Senior Citizen,23,Senior Citizen,Not Confirmed
19-06-2046,Sleeper,General,Surat,Mumbai,18-10-2045,Confirmed,4,Senior Citizen,40,Senior Citizen,Confirmed
23-06-2046,Sleeper,General,Navsari,Howrah,22-10-2045,Waitlisted,1,Senior Citizen,7,None,Not Confirmed
26-06-2046,2AC,Ladies,Lucknow,Ahmedabad,25-10-2045,RAC,4,Child,21,Senior Citizen,Confirmed
03-07-2046,Sleeper,Ladies,Howrah,Bhavnagar,01-11-2045,Waitlisted,1,Child,29,Defense Quota,Not Confirmed
17-07-2046,2AC,Tatkal,Howrah,Mumbai,15-11-2045,Confirmed,5,Child,20,Senior Citizen,Confirmed
19-07-2046,3AC,General,Ahmedabad,Lucknow,17-11-2045,Confirmed,5,Adult,36,Senior Citizen,Confirmed
25-07-2046,1AC,Ladies,Mumbai,New Delhi,23-11-2045,Waitlisted,1,Senior Citizen,15,Senior Citizen,Not Confirmed
29-07-2046,2AC,Ladies,Lucknow,Lucknow,27-11-2045,RAC,2,Adult,46,None,Confirmed
01-08-2046,3AC,Premium Tatkal,Bharuch,Bharuch,30-11-2045,RAC,5,Child,34,None,Confirmed
06-08-2046,Sleeper,General,Navsari,Bharuch,05-12-2045,Confirmed,2,Adult,29,Defense Quota,Confirmed
11-08-2046,Sleeper,General,Ahmedabad,Bhavnagar,10-12-2045,Confirmed,3,Child,42,None,Confirmed
22-08-2046,Sleeper,Ladies,Bhavnagar,Mumbai,21-12-2045,RAC,2,Adult,28,None,Confirmed
25-08-2046,2AC,Tatkal,New Delhi,Chennai,24-12-2045,Confirmed,2,Senior Citizen,25,Senior Citizen,Confirmed
03-09-2046,1AC,Ladies,New Delhi,Lucknow,02-01-2046,RAC,3,Child,25,Senior Citizen,Confirmed
05-09-2046,2AC,Tatkal,Bhavnagar,Mumbai,04-01-2046,Confirmed,2,Child,46,Defense Quota,Confirmed
15-09-2046,2AC,Ladies,Surat,Howrah,14-01-2046,RAC,3,Senior Citizen,26,Senior Citizen,Confirmed
22-09-2046,Sleeper,Ladies,Bharuch,Mumbai,21-01-2046,Confirmed,5,Adult,8,Senior Citizen,Confirmed
26-09-2046,1AC,Premium Tatkal,Chennai,Surat,25-01-2046,RAC,1,Senior Citizen,2,Defense Quota,Confirmed
01-10-2046,Sleeper,Premium Tatkal,New Delhi,Howrah,30-01-2046,Waitlisted,1,Adult,32,Defense Quota,Not Confirmed
02-10-2046,2AC,Tatkal,Mumbai,Navsari,31-01-2046,Waitlisted,1,Child,10,None,Not Confirmed
04-10-2046,1AC,Premium Tatkal,Navsari,New Delhi,02-02-2046,Waitlisted,1,Senior Citizen,15,Defense Quota,Not Confirmed
12-10-2046,2AC,Premium Tatkal,Navsari,Lucknow,10-02-2046,RAC,5,Adult,22,Senior Citizen,Confirmed
13-10-2046,1AC,Ladies,Surat,Surat,11-02-2046,Confirmed,3,Adult,35,Defense Quota,Confirmed
20-10-2046,2AC,Ladies,Surat,Howrah,18-02-2046,RAC,4,Child,39,None,Confirmed
21-10-2046,Sleeper,General,New Delhi,Howrah,19-02-2046,Confirmed,2,Child,3,None,Confirmed
24-10-2046,2AC,Tatkal,Ahmedabad,Bhavnagar,22-02-2046,Confirmed,2,Adult,20,Defense Quota,Confirmed
26-10-2046,Sleeper,Premium Tatkal,Bengaluru,Bengaluru,24-02-2046,RAC,1,Adult,9,Defense Quota,Confirmed
31-10-2046,3AC,Premium Tatkal,New Delhi,Surat,01-03-2046,Waitlisted,3,Senior Citizen,19,Defense Quota,Not Confirmed
06-11-2046,1AC,General,Ahmedabad,Bharuch,07-03-2046,Confirmed,5,Senior Citizen,26,Senior Citizen,Confirmed
24-11-2046,Sleeper,Tatkal,Bhavnagar,Bengaluru,25-03-2046,RAC,4,Adult,21,Senior Citizen,Confirmed
25-11-2046,Sleeper,Ladies,Mumbai,Navsari,26-03-2046,RAC,1,Adult,30,Senior Citizen,Confirmed
26-11-2046,1AC,Ladies,Ahmedabad,Ahmedabad,27-03-2046,RAC,1,Adult,11,None,Confirmed
28-11-2046,Sleeper,Ladies,New Delhi,Chennai,29-03-2046,RAC,1,Senior Citizen,10,Defense Quota,Confirmed
03-12-2046,Sleeper,Premium Tatkal,Chennai,Navsari,03-04-2046,Waitlisted,4,Senior Citizen,26,Defense Quota,Not Confirmed
08-12-2046,2AC,Tatkal,Mumbai,Navsari,08-04-2046,Confirmed,5,Adult,18,None,Confirmed
14-12-2046,3AC,Tatkal,Howrah,Navsari,14-04-2046,RAC,4,Child,43,None,Confirmed
16-12-2046,3AC,Premium Tatkal,Surat,Surat,16-04-2046,Confirmed,5,Child,33,Defense Quota,Confirmed
17-12-2046,3AC,Ladies,Lucknow,Ahmedabad,17-04-2046,Waitlisted,4,Senior Citizen,32,None,Not Confirmed
18-12-2046,Sleeper,General,Mumbai,Chennai,18-04-2046,Confirmed,4,Child,35,Defense Quota,Confirmed
21-12-2046,3AC,Premium Tatkal,Howrah,Chennai,21-04-2046,Confirmed,3,Adult,3,None,Confirmed
22-12-2046,3AC,General,Bhavnagar,Surat,22-04-2046,Waitlisted,1,Child,46,Senior Citizen,Not Confirmed
04-01-2047,1AC,Premium Tatkal,Bhavnagar,Surat,05-05-2046,RAC,2,Senior Citizen,3,None,Confirmed
09-01-2047,1AC,Premium Tatkal,Howrah,New Delhi,10-05-2046,Waitlisted,3,Senior Citizen,37,None,Not Confirmed
23-01-2047,1AC,Tatkal,New Delhi,Mumbai,24-05-2046,RAC,4,Adult,40,Defense Quota,Confirmed
31-01-2047,Sleeper,Premium Tatkal,Howrah,Surat,01-06-2046,RAC,1,Senior Citizen,31,Defense Quota,Confirmed
05-02-2047,Sleeper,General,Ahmedabad,Bhavnagar,06-06-2046,Waitlisted,4,Child,22,Senior Citizen,Not Confirmed
08-02-2047,2AC,Tatkal,Mumbai,Surat,09-06-2046,RAC,4,Child,19,Senior Citizen,Confirmed
11-02-2047,1AC,Tatkal,Lucknow,New Delhi,12-06-2046,RAC,3,Adult,16,Senior Citizen,Confirmed
15-02-2047,3AC,Ladies,Surat,Ahmedabad,16-06-2046,Confirmed,2,Child,40,None,Confirmed
17-02-2047,1AC,Tatkal,Bharuch,Bengaluru,18-06-2046,RAC,4,Adult,29,Defense Quota,Confirmed
19-02-2047,Sleeper,Premium Tatkal,Bhavnagar,Bharuch,20-06-2046,Waitlisted,2,Senior Citizen,39,Defense Quota,Not Confirmed
21-02-2047,2AC,Premium Tatkal,Ahmedabad,Bharuch,22-06-2046,Waitlisted,1,Senior Citizen,6,Senior Citizen,Not Confirmed
22-02-2047,3AC,Premium Tatkal,Navsari,Bharuch,23-06-2046,Waitlisted,5,Senior Citizen,10,Senior Citizen,Not Confirmed
23-02-2047,2AC,Tatkal,Bharuch,Ahmedabad,24-06-2046,Confirmed,3,Child,2,None,Confirmed
02-03-2047,Sleeper,Premium Tatkal,Navsari,Bharuch,01-07-2046,Waitlisted,5,Child,2,Senior Citizen,Not Confirmed
13-03-2047,2AC,Ladies,Lucknow,Chennai,12-07-2046,Waitlisted,1,Child,40,Senior Citizen,Not Confirmed
18-03-2047,2AC,Ladies,Bengaluru,Bengaluru,17-07-2046,Confirmed,1,Senior Citizen,26,Senior Citizen,Confirmed
23-03-2047,Sleeper,Premium Tatkal,Bengaluru,Lucknow,22-07-2046,Confirmed,1,Senior Citizen,7,Defense Quota,Confirmed
24-03-2047,2AC,General,Bengaluru,Chennai,23-07-2046,Confirmed,2,Child,18,None,Confirmed
26-03-2047,Sleeper,General,Bengaluru,Bharuch,25-07-2046,RAC,1,Senior Citizen,18,Senior Citizen,Confirmed
27-03-2047,1AC,General,Ahmedabad,Howrah,26-07-2046,Confirmed,5,Child,23,None,Confirmed
03-04-2047,Sleeper,Tatkal,Mumbai,New Delhi,02-08-2046,RAC,2,Senior Citizen,9,Defense Quota,Confirmed
09-04-2047,3AC,Premium Tatkal,Bharuch,Surat,08-08-2046,RAC,4,Adult,44,None,Confirmed
10-04-2047,2AC,Tatkal,Bengaluru,Surat,09-08-2046,RAC,1,Adult,23,Defense Quota,Confirmed
13-04-2047,1AC,Premium Tatkal,Bhavnagar,New Delhi,12-08-2046,Confirmed,5,Child,32,None,Confirmed
19-04-2047,1AC,Premium Tatkal,Bhavnagar,Howrah,18-08-2046,Waitlisted,1,Child,13,Senior Citizen,Not Confirmed
24-04-2047,3AC,Tatkal,Bengaluru,Bharuch,23-08-2046,Waitlisted,2,Child,47,None,Not Confirmed
27-04-2047,Sleeper,General,New Delhi,Navsari,26-08-2046,RAC,3,Senior Citizen,44,None,Confirmed
06-05-2047,3AC,Ladies,New Delhi,Chennai,04-09-2046,RAC,1,Senior Citizen,43,None,Confirmed
13-05-2047,Sleeper,Tatkal,Mumbai,Bhavnagar,11-09-2046,Waitlisted,2,Adult,26,None,Not Confirmed
19-05-2047,1AC,Tatkal,Bharuch,Mumbai,17-09-2046,RAC,3,Child,13,None,Confirmed
29-05-2047,1AC,Premium Tatkal,Navsari,Mumbai,27-09-2046,Waitlisted,5,Adult,6,Defense Quota,Not Confirmed
01-06-2047,Sleeper,General,Mumbai,Bharuch,30-09-2046,RAC,3,Senior Citizen,26,Senior Citizen,Confirmed
03-06-2047,Sleeper,General,Bhavnagar,Surat,02-10-2046,Confirmed,4,Child,18,Defense Quota,Confirmed
04-06-2047,3AC,General,Lucknow,Howrah,03-10-2046,Confirmed,3,Adult,38,Senior Citizen,Confirmed
06-06-2047,2AC,Ladies,Mumbai,Navsari,05-10-2046,RAC,4,Child,22,None,Confirmed
11-06-2047,1AC,General,Bharuch,Ahmedabad,10-10-2046,RAC,1,Senior Citizen,43,Defense Quota,Confirmed
14-06-2047,2AC,Premium Tatkal,Lucknow,Mumbai,13-10-2046,RAC,2,Child,40,Senior Citizen,Confirmed
15-06-2047,Sleeper,Ladies,Bharuch,Mumbai,14-10-2046,Waitlisted,2,Adult,34,Senior Citizen,Not Confirmed
18-06-2047,2AC,Tatkal,Howrah,Surat,17-10-2046,Confirmed,4,Senior Citizen,40,Defense Quota,Confirmed
21-06-2047,3AC,General,Bhavnagar,Ahmedabad,20-10-2046,Confirmed,5,Adult,15,Defense Quota,Confirmed
26-06-2047,3AC,Ladies,Ahmedabad,Howrah,25-10-2046,Confirmed,2,Senior Citizen,47,None,Confirmed
27-06-2047,3AC,Ladies,Surat,Bengaluru,26-10-2046,Confirmed,3,Senior Citizen,33,Senior Citizen,Confirmed
29-06-2047,1AC,Ladies,New Delhi,New Delhi,28-10-2046,Waitlisted,3,Adult,26,Senior Citizen,Not Confirmed
30-06-2047,1AC,Tatkal,Ahmedabad,Chennai,29-10-2046,RAC,4,Adult,13,None,Confirmed
02-07-2047,3AC,Premium Tatkal,Bengaluru,Surat,31-10-2046,Waitlisted,4,Adult,19,Defense Quota,Not Confirmed
03-07-2047,3AC,Tatkal,Howrah,Mumbai,01-11-2046,Confirmed,5,Child,47,None,Confirmed
05-07-2047,3AC,Ladies,Mumbai,Lucknow,03-11-2046,Confirmed,2,Child,22,Senior Citizen,Confirmed
07-07-2047,2AC,General,Chennai,Navsari,05-11-2046,Waitlisted,4,Child,42,None,Not Confirmed
08-07-2047,1AC,Ladies,Navsari,Surat,06-11-2046,Confirmed,2,Child,21,None,Confirmed
21-07-2047,2AC,Premium Tatkal,Surat,Howrah,19-11-2046,Waitlisted,3,Adult,33,Senior Citizen,Not Confirmed
30-07-2047,Sleeper,Tatkal,Bharuch,Lucknow,28-11-2046,RAC,3,Child,18,Senior Citizen,Confirmed
02-08-2047,3AC,Tatkal,Howrah,Lucknow,01-12-2046,Confirmed,1,Senior Citizen,11,Senior Citizen,Confirmed
06-08-2047,3AC,General,Bengaluru,Navsari,05-12-2046,Waitlisted,4,Senior Citizen,21,None,Not Confirmed
07-08-2047,3AC,Premium Tatkal,Navsari,Bengaluru,06-12-2046,RAC,2,Adult,38,Defense Quota,Confirmed
08-08-2047,2AC,Premium Tatkal,Bengaluru,Chennai,07-12-2046,RAC,4,Child,41,None,Confirmed
12-08-2047,3AC,Premium Tatkal,Mumbai,Ahmedabad,11-12-2046,Confirmed,3,Senior Citizen,35,Senior Citizen,Confirmed
18-08-2047,Sleeper,Premium Tatkal,Ahmedabad,Mumbai,17-12-2046,Confirmed,3,Adult,46,Senior Citizen,Confirmed
02-09-2047,1AC,Tatkal,Chennai,Lucknow,01-01-2047,RAC,4,Adult,28,Defense Quota,Confirmed
04-09-2047,1AC,General,New Delhi,Bhavnagar,03-01-2047,RAC,3,Child,10,Senior Citizen,Confirmed
05-09-2047,3AC,General,Bharuch,Surat,04-01-2047,Waitlisted,4,Adult,5,Senior Citizen,Not Confirmed
08-09-2047,1AC,Tatkal,Chennai,Surat,07-01-2047,RAC,5,Child,8,None,Confirmed
